days.origin	days.water	days.manure	F07	F08	F09	F10	F11	F12	GW01	GW02	GW03	GW04	GW05	GW06	GWL01	GWL02	GWL03	GWL04	GWo01	GWo02	mean.F	sd.F	se.F	mean.GW	sd.GW	se.GW	mean.GWL	sd.GWL	se.GWL
6.5	-1.585417	-21.538194	   NA	14.3019	15.9785	13.7040	15.8031	14.4258	13.2587	12.6446	15.5069	13.6163	14.5103	14.0823	12.3671	-3.1789	15.8578	13.3694	15.7676	-1.7647	14.8427	1.00	0.45	13.9365	1.00	0.41	8.7364	8.80	3.59
6.625	-1.460417	-21.413194	   NA	14.3786	16.0643	13.7751	15.8901	14.5041	13.3263	12.7115	15.5895	13.6867	14.5887	14.1580	12.4311	-3.1031	15.9411	13.4384	15.8514	-1.6835	14.9224	1.00	0.45	14.0101	1.01	0.41	8.8126	8.80	3.59
6.75	-1.335417	-21.288194	   NA	14.4578	16.1522	13.8466	15.9794	14.5844	13.3960	12.7791	15.6730	13.7573	14.6687	14.2353	12.4955	-3.0278	16.0250	13.5086	15.9356	-1.6015	15.0041	1.01	0.45	14.0849	1.02	0.42	8.8892	8.80	3.59
6.875	-1.210417	-21.163194	   NA	14.5406	16.2410	13.9192	16.0713	14.6670	13.4668	12.8471	15.7596	13.8291	14.7515	14.3155	12.5601	-2.9509	16.1118	13.5794	16.0208	-1.5180	15.0878	1.02	0.45	14.1616	1.02	0.42	8.9672	8.80	3.59
7	-1.085417	-21.038194	   NA	14.6276	16.3309	13.9935	16.1638	14.7532	13.5383	12.9168	15.8477	13.9016	14.8373	14.3989	12.6255	-2.8714	16.1999	13.6509	16.1087	-1.4334	15.1738	1.02	0.46	14.2401	1.03	0.42	9.0467	8.80	3.59
7.125	-0.960417	-20.913194	   NA	14.7172	16.4243	14.0691	16.2598	14.8426	13.6103	12.9881	15.9372	13.9755	14.9263	14.4838	12.6916	-2.7911	16.2881	13.7231	16.1985	-1.3475	15.2626	1.03	0.46	14.3202	1.04	0.42	9.1271	8.80	3.59
7.25	-0.835417	-20.788194	   NA	14.8073	16.5177	14.1443	16.3558	14.9324	13.6830	13.0615	16.0256	14.0510	15.0141	14.5680	12.7580	-2.7121	16.3777	13.7958	16.2881	-1.2615	15.3515	1.04	0.46	14.4006	1.05	0.43	9.2077	8.80	3.59
7.375	-0.710417	-20.663194	   NA	14.8979	16.6114	14.2194	16.4527	15.0221	13.7554	13.1371	16.1151	14.1272	15.1016	14.6533	12.8250	-2.6321	16.4715	13.8693	16.3791	-1.1754	15.4407	1.04	0.47	14.4816	1.05	0.43	9.2896	8.80	3.59
7.5	-0.585417	-20.538194	   NA	14.9903	16.7075	14.2963	16.5529	15.1134	13.8284	13.2128	16.2073	14.2044	15.1923	14.7399	12.8928	-2.5500	16.5666	13.9433	16.4717	-1.0875	15.5321	1.05	0.47	14.5642	1.06	0.43	9.3728	8.80	3.59
7.625	-0.460417	-20.413194	   NA	15.0844	16.8058	14.3736	16.6553	15.2062	13.9030	13.2888	16.2998	14.2822	15.2851	14.8283	12.9614	-2.4663	16.6619	14.0182	16.5661	-0.9976	15.6251	1.06	0.47	14.6479	1.07	0.44	9.4573	8.80	3.59
7.75	-0.335417	-20.288194	   NA	15.1809	16.9053	14.4527	16.7582	15.3011	13.9784	13.3652	16.3949	14.3611	15.3795	14.9186	13.0305	-2.3797	16.7572	14.0944	16.6614	-0.9053	15.7197	1.07	0.48	14.7330	1.08	0.44	9.5431	8.80	3.59
7.875	-0.210417	-20.163194	   NA	15.2803	17.0053	14.5348	16.8633	15.3994	14.0549	13.4424	16.4916	14.4416	15.4738	15.0098	13.1008	-2.2920	16.8540	14.1725	16.7591	-0.8103	15.8166	1.07	0.48	14.8190	1.08	0.44	9.6307	8.80	3.59
8	-0.085417	-20.038194	   NA	15.3811	17.1059	14.6184	16.9712	15.4992	14.1322	13.5210	16.5883	14.5228	15.5680	15.1020	13.1730	-2.2042	16.9504	14.2519	16.8593	-0.7140	15.9152	1.08	0.48	14.9057	1.09	0.45	9.7194	8.80	3.59
8.085417	0	-19.952778	   NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00	0.00	0.0000	0.00	0.00	0.0000	0.00	0.00
8.210417	0.125	-19.827778	   NA	0.1238	0.1246	0.0835	0.1392	0.1214	0.0800	0.1014	0.1153	0.0822	0.1275	0.1130	0.0783	0.1031	0.1144	0.0801	0.1160	0.1103	0.1185	0.02	0.01	0.1032	0.02	0.01	0.1004	0.02	0.01
8.335417	0.25	-19.702778	   NA	0.2644	0.2598	0.1777	0.2945	0.2542	0.1704	0.2159	0.2391	0.1721	0.2715	0.2374	0.1651	0.2087	0.2338	0.1698	0.2360	0.2229	0.2501	0.04	0.02	0.2177	0.04	0.02	0.2061	0.03	0.01
8.460417	0.375	-19.577778	   NA	0.4101	0.4136	0.2847	0.4712	0.3922	0.2699	0.3324	0.3808	0.2718	0.4317	0.3693	0.2592	0.3278	0.3654	0.2695	0.3679	0.3449	0.3944	0.07	0.03	0.3427	0.06	0.03	0.3225	0.05	0.02
8.585417	0.5	-19.452778	   NA	0.5509	0.5699	0.3942	0.6509	0.5267	0.3727	0.4470	0.5259	0.3775	0.5903	0.4987	0.3556	0.4468	0.4975	0.3738	0.4989	0.4654	0.5385	0.09	0.04	0.4687	0.09	0.04	0.4397	0.06	0.03
8.710417	0.625	-19.327778	   NA	0.6903	0.7284	0.5028	0.8334	0.6594	0.4794	0.5577	0.6682	0.4832	0.7452	0.6270	0.4530	0.5655	0.6344	0.4785	0.6295	0.5856	0.6829	0.12	0.05	0.5934	0.11	0.04	0.5578	0.08	0.03
8.835417	0.75	-19.202778	   NA	0.8284	0.8888	0.6215	1.0175	0.7924	0.5917	0.6675	0.8081	0.5948	0.8978	0.7547	0.5558	0.6847	0.7801	0.5826	0.7617	0.7069	0.8297	0.14	0.06	0.7191	0.12	0.05	0.6786	0.09	0.04
8.960417	0.875	-19.077778	   NA	0.9627	1.0483	0.7416	1.2010	0.9243	0.7002	0.7775	0.9481	0.7082	1.0555	0.8793	0.6618	0.8034	0.9258	0.6867	0.8936	0.8283	0.9756	0.17	0.08	0.8448	0.14	0.06	0.7999	0.11	0.04
9.085417	1	-18.952778	   NA	1.0908	1.2056	0.8516	1.3831	1.0510	0.8011	0.8860	1.0886	0.8136	1.2156	0.9980	0.7629	0.9193	1.0715	0.7908	1.0234	0.9491	1.1164	0.20	0.09	0.9672	0.16	0.07	0.9195	0.12	0.05
9.210417	1.125	-18.827778	   NA	1.2164	1.3611	0.9607	1.5641	1.1742	0.9031	0.9946	1.2282	0.9193	1.3738	1.1131	0.8617	1.0322	1.2172	0.8949	1.1493	1.0669	1.2553	0.22	0.10	1.0887	0.19	0.08	1.0370	0.14	0.06
9.335417	1.25	-18.702778	   NA	1.3417	1.5169	1.0664	1.7453	1.2971	1.0035	1.1023	1.3659	1.0216	1.5306	1.2271	0.9603	1.1445	1.3628	0.9990	1.2743	1.1843	1.3935	0.25	0.11	1.2085	0.21	0.09	1.1542	0.16	0.06
9.460417	1.375	-18.577778	   NA	1.4676	1.6740	1.1700	1.9285	1.4203	1.1003	1.2083	1.5056	1.1208	1.6869	1.3422	1.0590	1.2549	1.5085	1.1031	1.4006	1.3022	1.5321	0.29	0.13	1.3274	0.23	0.09	1.2714	0.17	0.07
