days.origin	days.water	days.manure	code	NO	N2O	CO2	CH4	NH3	H2O
38.038194	29.952778	10	F07	20.3959	17.2272	109.9571	-4.7445	114.6030	13639.7253
38.163194	30.077778	10.125	F07	19.3831	35.5763	109.7147	-4.4587	111.1285	14018.1130
38.288194	30.202778	10.25	F07	19.2379	25.5207	108.5747	-4.5578	106.5836	13949.6811
38.413194	30.327778	10.375	F07	18.9268	22.6980	108.6306	-4.1368	103.9939	14791.2326
38.538194	30.452778	10.5	F07	17.6311	-10.3666	108.0647	-3.6422	100.5108	14570.9888
38.663194	30.577778	10.625	F07	16.0230	11.2333	108.7889	-4.1250	95.8804	13848.3186
38.788194	30.702778	10.75	F07	15.6091	26.8390	108.7429	-4.0937	88.6158	14189.9177
38.913194	30.827778	10.875	F07	15.4296	27.8561	109.5906	-4.0825	85.0113	14032.0755
39.038194	30.952778	11	F07	14.8417	25.7273	109.2485	-3.6782	75.2141	14263.1932
39.163194	31.077778	11.125	F07	14.2332	25.5112	108.9242	-2.9102	81.6144	13881.5498
39.288194	31.202778	11.25	F07	13.6971	21.9819	106.7897	-2.9690	79.4238	14152.4495
39.413194	31.327778	11.375	F07	12.7679	24.9396	108.2888	-3.9081	75.8008	12838.5070
39.538194	31.452778	11.5	F07	12.6029	26.6965	109.0510	-4.0706	73.8553	13161.8773
39.663194	31.577778	11.625	F07	12.9100	18.6253	106.8239	-4.0420	72.4192	13115.9957
39.788194	31.702778	11.75	F07	11.5579	-2.7011	105.8843	-3.4263	70.2125	12777.5286
39.913194	31.827778	11.875	F07	10.5125	5.9856	106.7993	-3.3420	68.0408	13565.9880
40.038194	31.952778	12	F07	10.2297	8.9081	108.0905	-3.8740	65.4780	12859.7315
40.163194	32.077778	12.125	F07	10.0260	-8.2133	108.7000	-3.6969	66.0558	13483.8446
40.288194	32.202778	12.25	F07	9.7690	9.8313	107.8587	-2.7462	64.9619	13258.0961
40.413194	32.327778	12.375	F07	9.5560	19.8803	107.1062	-3.6100	62.7359	12707.8226
40.538194	32.452778	12.5	F07	8.8725	25.4433	105.0154	-3.1139	61.5712	12869.4176
40.663194	32.577778	12.625	F07	8.4629	10.0831	106.2792	-1.0949	60.8642	13066.1645
40.788194	32.702778	12.75	F07	8.4556	3.9185	104.8481	-2.0534	60.0788	14264.8643
40.913194	32.827778	12.875	F07	7.8191	19.4484	105.8865	-2.5239	57.7428	13201.0497
41.038194	32.952778	13	F07	7.4393	3.5109	105.7916	-1.7436	57.4941	14051.3033
41.163194	33.077778	13.125	F07	7.1401	7.0119	106.2965	-1.6981	56.3801	13160.2198
41.288194	33.202778	13.25	F07	7.0900	-18.1401	107.9148	-2.1943	56.7916	14216.1340
41.413194	33.327778	13.375	F07	6.7134	10.0474	105.1455	-2.3063	55.2250	12899.4870
41.538194	33.452778	13.5	F07	6.4170	12.6115	104.3723	-2.1653	53.8382	13194.2107
41.663194	33.577778	13.625	F07	6.2616	-4.5973	104.3114	-2.7093	53.7263	14083.4386
41.788194	33.702778	13.75	F07	6.2135	-14.8331	104.0272	-3.1738	52.9625	14681.5376
41.913194	33.827778	13.875	F07	5.8104	16.3502	103.5563	-3.1815	54.7779	13184.3926
42.038194	33.952778	14	F07	5.8245	9.5087	105.4214	-3.0402	52.5201	14228.5491
42.163194	34.077778	14.125	F07	5.6441	-0.7567	106.3759	-2.5887	51.7839	13651.1484
42.288194	34.202778	14.25	F07	5.5031	-20.0262	107.2560	-1.5870	49.9244	13275.5928
42.413194	34.327778	14.375	F07	5.1214	8.4167	107.2686	-2.9513	50.6658	14067.9885
42.538194	34.452778	14.5	F07	5.4990	-7.5615	104.4918	-2.2214	51.2147	14474.5266
42.663194	34.577778	14.625	F07	4.6857	22.6933	106.8825	-1.7977	50.4214	14813.2055
42.788194	34.702778	14.75	F07	5.1093	-8.6443	105.4498	-1.6119	50.3763	14552.8537
42.913194	34.827778	14.875	F07	4.6086	22.0293	106.8958	-2.3483	49.6737	13629.2962
43.038194	34.952778	15	F07	4.6033	9.5646	105.3026	-2.0140	49.0220	14624.6358
43.163194	35.077778	15.125	F07	4.7918	-4.3830	106.3692	-2.0533	47.0349	13161.0294
43.288194	35.202778	15.25	F07	4.2486	0.0399	105.6286	-2.2557	46.4524	13706.0362
43.413194	35.327778	15.375	F07	4.1400	4.9878	105.4358	-2.6187	44.8246	13496.8202
43.538194	35.452778	15.5	F07	4.0519	-33.8708	104.1673	-3.0323	44.3533	13932.4596
43.663194	35.577778	15.625	F07	4.0373	-19.8445	106.3278	-2.0142	44.2958	14683.4739
43.788194	35.702778	15.75	F07	4.0247	-4.2713	109.0328	-2.0088	42.8975	13433.8127
43.913194	35.827778	15.875	F07	3.6986	-7.1934	106.6768	-2.4456	42.1939	14016.8263
44.038194	35.952778	16	F07	3.7499	-30.9462	106.1666	-2.3803	40.0909	13381.0574
44.163194	36.077778	16.125	F07	3.6514	-55.2790	107.1961	-3.3076	40.7680	14612.0790
44.288194	36.202778	16.25	F07	3.8573	-22.2314	107.0221	-2.0353	41.1872	13807.8288
44.413194	36.327778	16.375	F07	3.6559	12.4559	106.7876	-2.3902	40.9253	14813.6761
44.538194	36.452778	16.5	F07	3.4425	-6.5983	103.8680	-0.4594	40.4946	13917.7241
44.663194	36.577778	16.625	F07	3.4088	16.0701	106.2551	-1.4757	40.8898	14396.2906
44.788194	36.702778	16.75	F07	3.3803	4.8135	107.5883	-1.3412	40.5579	14633.8667
44.913194	36.827778	16.875	F07	3.3163	40.7493	107.7357	-2.0594	39.6214	13433.6861
45.038194	36.952778	17	F07	3.5272	-27.4285	104.3895	-1.7260	39.7761	14467.9633
45.163194	37.077778	17.125	F07	3.3346	-8.4416	105.3132	77.5710	39.5641	14229.1173
45.288194	37.202778	17.25	F07	3.2266	9.6651	106.0644	28.9250	38.2312	14071.4221
45.413194	37.327778	17.375	F07	3.1777	33.5190	106.3740	16.2835	38.5937	14394.1924
45.538194	37.452778	17.5	F07	3.0697	57.5399	105.6377	12.2809	37.1321	13444.6010
45.663194	37.577778	17.625	F07	3.1754	-12.8493	105.0786	8.3291	37.4349	13108.1624
45.788194	37.702778	17.75	F07	3.2871	30.1957	106.2062	5.3774	37.0537	14106.0673
45.913194	37.827778	17.875	F07	3.3989	25.5430	106.0359	4.6509	37.0152	14178.2184
46.038194	37.952778	18	F07	3.4376	19.4326	106.8269	2.4329	35.6275	13248.1971
46.163194	38.077778	18.125	F07	3.5269	15.6351	105.9556	2.2306	35.5108	12965.6642
46.288194	38.202778	18.25	F07	3.3622	45.6876	106.7188	1.6521	35.5750	14271.1899
46.413194	38.327778	18.375	F07	3.3601	40.5508	108.1636	0.8694	35.9374	13775.0145
46.538194	38.452778	18.5	F07	3.5770	34.3810	107.6595	-0.0533	36.1629	14319.5689
46.663194	38.577778	18.625	F07	2.9080	28.2111	104.8045	-0.4996	34.6744	13400.2100
46.788194	38.702778	18.75	F07	3.6296	22.0412	103.3538	-1.5965	35.1209	13224.2093
46.913194	38.827778	18.875	F07	3.5352	5.9061	104.9986	-1.8726	35.0108	13227.8321
47.038194	38.952778	19	F07	3.4506	-10.5137	105.1044	-2.1595	34.6826	14342.4613
47.163194	39.077778	19.125	F07	3.5223	-28.6269	107.2636	-2.2640	33.8062	12950.3337
47.288194	39.202778	19.25	F07	3.5222	16.5289	106.3031	-3.2104	33.9024	12857.1614
47.413194	39.327778	19.375	F07	3.3907	41.2047	107.6017	-3.7192	34.0880	14323.6566
47.538194	39.452778	19.5	F07	3.5796	8.6096	106.0498	-3.6879	33.1667	13473.9709
47.663194	39.577778	19.625	F07	3.5896	-35.2803	106.8194	-4.1441	32.5720	12992.2281
47.788194	39.702778	19.75	F07	3.6761	-22.4596	106.1625	-3.0551	33.4698	12840.0338
47.913194	39.827778	19.875	F07	3.7649	15.3196	106.7385	-5.0074	33.2119	13738.0569
3.125	-4.960417	-24.913194	F08	3.5533	-62.6670	83.2386	-45.9387	16.6399	11391.3222
3.25	-4.835417	-24.788194	F08	3.6464	-32.2317	82.1486	-46.0549	16.1933	11665.7067
3.375	-4.710417	-24.663194	F08	3.4262	-19.1119	76.1759	-46.1774	16.4750	11437.7048
3.5	-4.585417	-24.538194	F08	3.4625	-22.5490	71.8212	-46.7159	16.5736	11437.9058
3.625	-4.460417	-24.413194	F08	3.7494	-17.6340	67.1622	-46.3138	16.4209	11281.3754
3.75	-4.335417	-24.288194	F08	3.6901	-24.7389	66.1425	-46.3784	16.2285	10962.1295
3.875	-4.210417	-24.163194	F08	3.6415	-23.7231	72.4791	-46.2115	17.3625	11096.6397
4	-4.085417	-24.038194	F08	3.5986	-16.5231	79.0846	-45.9503	18.7740	11722.3049
4.125	-3.960417	-23.913194	F08	3.3519	-16.9771	81.7329	-46.2083	18.3707	12387.1820
4.25	-3.835417	-23.788194	F08	3.3200	-7.4438	82.7342	-45.4953	17.4158	12478.1841
4.375	-3.710417	-23.663194	F08	3.2845	-8.2780	78.0669	-45.4188	17.2210	12566.1526
4.5	-3.585417	-23.538194	F08	3.0802	-9.0185	69.3150	-44.9806	17.5716	12500.8498
4.625	-3.460417	-23.413194	F08	3.0118	-6.6879	66.5351	-45.4320	18.0311	12777.2941
4.75	-3.335417	-23.288194	F08	2.9349	-2.0318	71.6533	-45.3248	18.8167	12588.1043
4.875	-3.210417	-23.163194	F08	3.0077	1.8700	78.4942	-45.2169	19.5293	12422.5799
5	-3.085417	-23.038194	F08	2.9304	-19.4596	81.9942	-45.9103	19.5586	12515.9767
5.125	-2.960417	-22.913194	F08	2.6918	-46.1694	82.3038	-45.5625	19.2426	12492.8563
5.25	-2.835417	-22.788194	F08	2.6854	-46.9120	81.4914	-45.3522	18.8742	12389.7030
5.375	-2.710417	-22.663194	F08	2.5694	-29.0076	78.8350	-45.9410	19.6302	12190.1809
5.5	-2.585417	-22.538194	F08	2.5363	-9.6393	74.8246	-45.7107	20.6857	12353.7353
5.625	-2.460417	-22.413194	F08	2.4962	8.1107	71.3217	-45.3259	21.2050	12624.1714
5.75	-2.335417	-22.288194	F08	2.5417	-13.7055	72.3919	-45.0135	22.3099	12596.5898
5.875	-2.210417	-22.163194	F08	2.2330	-12.4126	78.1179	-44.2494	22.8878	12300.5946
6	-2.085417	-22.038194	F08	2.2372	-12.4806	79.4173	-43.8911	24.1056	12377.3720
6.125	-1.960417	-21.913194	F08	2.1462	-23.3868	78.4132	-44.4450	23.8558	12124.4893
6.25	-1.835417	-21.788194	F08	2.1014	-28.1176	78.0747	-45.1448	23.9690	12302.4572
6.375	-1.710417	-21.663194	F08	2.0310	-15.6882	76.8612	-44.7879	24.6224	12574.3105
6.5	-1.585417	-21.538194	F08	2.0309	-38.9755	72.9448	-45.0845	25.2238	12330.7256
6.625	-1.460417	-21.413194	F08	2.0780	-39.8670	67.4241	-45.3809	25.8733	12415.3917
6.75	-1.335417	-21.288194	F08	2.2701	-32.4013	68.3646	-45.6722	26.9553	12230.5139
6.875	-1.210417	-21.163194	F08	2.0359	-20.2147	74.1412	-45.5209	28.2518	12453.3167
7	-1.085417	-21.038194	F08	2.0075	-10.5502	75.8736	-45.0460	29.7311	12397.6672
7.125	-0.960417	-20.913194	F08	1.9108	-12.6957	76.1329	-44.3345	30.0355	12166.7572
7.25	-0.835417	-20.788194	F08	1.9633	-0.8574	76.2314	-44.2075	29.9754	11909.7640
7.375	-0.710417	-20.663194	F08	2.1073	-10.2939	73.4289	-44.1354	30.4608	12024.4134
7.5	-0.585417	-20.538194	F08	2.1938	-18.6015	68.9792	-44.4787	31.1211	12290.6085
7.625	-0.460417	-20.413194	F08	2.2646	-26.5248	65.7265	-44.6050	31.5940	12638.1539
7.75	-0.335417	-20.288194	F08	2.2848	-30.1771	64.3985	-44.7134	32.7412	12469.4705
7.875	-0.210417	-20.163194	F08	1.8950	-11.1779	64.4290	-45.0191	33.6043	12138.5123
8	-0.085417	-20.038194	F08	1.8950	-11.1779	64.4290	-45.0191	33.6043	12138.5123
8.085417	0	-19.952778	F08	1.8950	-11.1773	64.4291	-45.0190	33.6043	12138.5108
8.210417	0.125	-19.827778	F08	2.8699	213.6541	94.0550	-13.6222	44.9491	11593.4336
8.335417	0.25	-19.702778	F08	3.7245	413.8530	95.7045	-2.0080	50.1775	12412.1481
8.460417	0.375	-19.577778	F08	4.2618	454.5430	88.2326	-2.1468	46.9804	13121.3667
8.585417	0.5	-19.452778	F08	4.0724	381.8624	85.4419	-2.7174	46.8564	13132.8420
8.710417	0.625	-19.327778	F08	3.5079	251.4920	83.3316	-2.0239	46.0778	13169.6862
8.835417	0.75	-19.202778	F08	2.7225	170.8366	84.1717	-2.0786	46.0037	12647.7476
8.960417	0.875	-19.077778	F08	2.1030	115.9464	86.4438	-2.6741	43.5019	12015.3186
9.085417	1	-18.952778	F08	1.9551	59.1756	88.4161	-2.2388	41.9058	12332.2622
9.210417	1.125	-18.827778	F08	1.7614	34.9745	87.8662	-2.0221	41.8403	12251.1737
9.335417	1.25	-18.702778	F08	1.5588	25.8435	86.7123	-2.2544	41.7096	12652.7035
9.460417	1.375	-18.577778	F08	1.5461	-9.1874	84.7199	-1.9489	42.2130	12785.2839
9.585417	1.5	-18.452778	F08	1.5400	-14.1477	84.2898	-2.6076	43.5809	12767.8746
9.710417	1.625	-18.327778	F08	1.5303	-18.3036	85.0199	-2.9927	44.6945	12815.7118
9.835417	1.75	-18.202778	F08	1.2821	-35.7991	87.1535	-2.7648	46.0936	12848.7296
9.960417	1.875	-18.077778	F08	1.0978	-16.1318	88.1390	-2.9050	50.2455	12698.2724
10.085417	2	-17.952778	F08	0.9509	-16.7893	89.0692	-2.7623	51.9822	12192.1608
10.210417	2.125	-17.827778	F08	0.9428	-22.0362	89.9857	-2.9775	52.9767	12187.4209
10.335417	2.25	-17.702778	F08	0.8817	-5.5244	88.7961	-2.4479	54.9984	12314.7428
10.460417	2.375	-17.577778	F08	1.1127	-7.5488	87.7884	-1.9594	56.6095	12963.7244
10.585417	2.5	-17.452778	F08	1.2445	-13.5430	88.1146	-2.3647	57.2644	13321.5527
10.710417	2.625	-17.327778	F08	1.0535	-12.3328	88.7867	-2.3731	58.4016	13006.2313
10.835417	2.75	-17.202778	F08	1.0680	-3.8769	90.6617	-2.1124	58.9351	13138.0402
10.960417	2.875	-17.077778	F08	1.2094	-0.2400	92.4117	-2.7679	61.9658	12615.3411
11.085417	3	-16.952778	F08	0.8691	-0.9826	93.3354	-3.4278	60.5844	13011.5454
11.210417	3.125	-16.827778	F08	0.8732	-25.4853	93.5297	-3.0213	59.5232	12717.9221
11.335417	3.25	-16.702778	F08	0.9525	-22.6626	94.2363	-3.6623	59.0479	13273.9814
11.460417	3.375	-16.577778	F08	0.9852	-13.8820	93.9545	-3.5555	58.7813	12556.9761
11.585417	3.5	-16.452778	F08	0.9327	-18.6478	93.2685	-2.9677	54.0211	12845.9302
11.710417	3.625	-16.327778	F08	0.9197	-23.5824	94.0037	-3.2722	55.1661	13238.4714
11.835417	3.75	-16.202778	F08	0.7879	-8.2847	94.0538	-3.0427	56.4470	12454.9020
11.960417	3.875	-16.077778	F08	0.7131	-33.5756	95.6188	-2.4056	59.0371	12386.8452
12.085417	4	-15.952778	F08	0.7035	4.3609	96.3301	-2.4735	57.9468	13004.6258
12.210417	4.125	-15.827778	F08	0.5662	-16.8345	95.5528	-3.5160	54.0146	12578.9533
12.335417	4.25	-15.702778	F08	0.5865	-33.1028	95.0781	-2.9627	56.0787	12874.2865
12.460417	4.375	-15.577778	F08	0.7915	-13.0401	95.6337	-2.9637	54.7052	12925.6769
12.585417	4.5	-15.452778	F08	0.7835	-33.7521	96.4413	-2.4895	55.1647	13186.7045
12.710417	4.625	-15.327778	F08	0.5801	-12.8256	95.8333	-2.1804	54.3891	12672.5396
12.835417	4.75	-15.202778	F08	0.5909	-7.2174	96.1491	-2.6295	51.3340	12796.0063
12.960417	4.875	-15.077778	F08	0.5068	-38.4815	97.7654	-3.3755	51.3653	12459.3078
13.085417	5	-14.952778	F08	0.4942	-26.7301	97.9644	-2.6716	51.6715	13147.7928
13.210417	5.125	-14.827778	F08	0.4985	-9.1987	98.7715	-2.6824	50.2685	12931.7801
13.335417	5.25	-14.702778	F08	0.6794	-16.0576	99.4645	-3.1869	50.4139	12674.1469
13.460417	5.375	-14.577778	F08	0.6410	-27.1327	98.9104	-3.3334	48.3789	13087.7493
13.585417	5.5	-14.452778	F08	0.6472	-23.5079	97.9762	-2.3927	48.6389	13323.8440
13.710417	5.625	-14.327778	F08	0.4648	-6.2307	97.8386	-2.3193	47.1549	12944.9487
13.835417	5.75	-14.202778	F08	0.6227	-34.6046	98.4280	-2.4366	43.4968	13231.4979
13.960417	5.875	-14.077778	F08	0.5959	-22.6870	97.8344	-2.3748	41.1752	13053.1520
14.085417	6	-13.952778	F08	0.4265	-12.4444	97.8503	-2.8501	42.6506	12782.7918
14.210417	6.125	-13.827778	F08	0.2397	-4.0137	98.0138	-3.4258	44.7446	12514.8745
14.335417	6.25	-13.702778	F08	0.4863	10.4758	94.8816	-3.3547	39.3265	12778.5979
14.460417	6.375	-13.577778	F08	0.5324	-35.0640	96.5965	-3.0451	38.2506	12553.8365
14.585417	6.5	-13.452778	F08	0.5701	-21.3175	95.7537	-3.5136	36.8215	12262.7009
14.710417	6.625	-13.327778	F08	0.6523	-11.6515	96.0318	-3.3067	35.0623	12593.6331
14.835417	6.75	-13.202778	F08	0.7369	-2.3733	96.3767	-3.0620	33.2874	12957.4124
14.960417	6.875	-13.077778	F08	0.4724	-37.1599	98.0530	-3.1849	34.2827	12140.2349
15.085417	7	-12.952778	F08	0.5664	-33.7736	98.4107	-4.1667	33.6201	12013.2878
15.210417	7.125	-12.827778	F08	0.4644	-23.9020	99.7885	-3.5339	34.3408	12944.7486
15.335417	7.25	-12.702778	F08	0.4269	-13.8012	98.4670	-2.9949	34.4664	12736.3972
15.460417	7.375	-12.577778	F08	0.3792	-27.7933	97.0973	-2.2651	35.5235	13220.9225
15.585417	7.5	-12.452778	F08	0.3694	-20.5499	98.4061	-2.2374	35.4846	12411.6492
15.710417	7.625	-12.327778	F08	0.5956	-12.1222	98.7918	-3.1927	34.9853	12662.4278
15.835417	7.75	-12.202778	F08	0.4073	-20.3019	97.8905	-2.3717	34.8637	13247.1959
15.960417	7.875	-12.077778	F08	0.3692	-27.5630	101.9413	-2.7204	34.8549	12577.8865
16.085417	8	-11.952778	F08	0.3402	-34.7297	106.2562	-3.1358	34.8509	11841.8163
16.210417	8.125	-11.827778	F08	0.5400	-38.3772	103.1012	-3.6719	34.7413	11988.8503
16.335417	8.25	-11.702778	F08	0.8104	-22.4568	101.7757	-3.6655	33.7879	12086.2277
16.460417	8.375	-11.577778	F08	0.3827	5.0087	102.7716	-3.0056	36.2211	13038.6013
16.585417	8.5	-11.452778	F08	0.3420	-35.2113	101.9445	-3.5400	33.7283	13059.7760
16.710417	8.625	-11.327778	F08	0.4721	-44.0054	101.1667	-2.4354	33.0239	13012.6913
16.835417	8.75	-11.202778	F08	0.3887	-23.0997	102.7064	-3.4926	32.1650	12196.1732
16.960417	8.875	-11.077778	F08	0.5933	-25.5621	102.7530	-2.7258	30.8485	12172.1871
17.085417	9	-10.952778	F08	0.3702	2.3362	102.8868	-2.8679	30.2766	12639.5197
17.210417	9.125	-10.827778	F08	0.1397	-38.4096	102.4102	-2.4596	30.5276	13073.5240
17.335417	9.25	-10.702778	F08	0.5165	-20.4254	101.4273	-3.4014	29.5624	12533.1752
17.460417	9.375	-10.577778	F08	0.3842	-26.0112	100.3531	-2.7573	29.1476	12527.4405
17.585417	9.5	-10.452778	F08	0.3692	-14.8651	100.1431	-2.6428	28.5031	12351.1537
17.710417	9.625	-10.327778	F08	0.3287	-3.4285	100.3291	-2.6661	28.4118	12289.5446
17.835417	9.75	-10.202778	F08	0.2876	-9.1756	109.5157	-3.5859	27.6945	12310.1726
17.960417	9.875	-10.077778	F08	0.3645	-25.6579	107.8023	-3.6081	28.9908	12283.7414
18.085417	10	-9.952778	F08	0.3675	-26.3842	104.0196	-3.6215	29.1396	12412.0320
18.210417	10.125	-9.827778	F08	0.3353	-21.3823	102.8168	-3.2486	28.2651	12900.5022
18.335417	10.25	-9.702778	F08	0.4835	-17.5779	101.1936	-3.1868	26.9028	12965.4676
18.460417	10.375	-9.577778	F08	0.5288	-10.4993	99.9819	-3.4050	25.6284	12516.2940
18.585417	10.5	-9.452778	F08	0.5592	-34.2043	98.7055	-3.0436	25.1507	12989.5928
18.710417	10.625	-9.327778	F08	0.7668	-39.1278	99.3249	-3.2297	25.1427	12636.4803
18.835417	10.75	-9.202778	F08	0.6685	-18.3072	101.9798	-3.1128	25.3103	12766.3991
18.960417	10.875	-9.077778	F08	0.4173	-6.9033	104.1357	-3.2768	25.2543	12908.6530
19.085417	11	-8.952778	F08	0.4274	-7.7066	104.8700	-3.2127	25.0481	12571.2569
19.210417	11.125	-8.827778	F08	0.3887	-3.8038	105.1050	-2.9297	24.8515	12961.9825
19.335417	11.25	-8.702778	F08	0.4379	5.1867	103.2266	-2.7562	24.7014	13215.5961
19.460417	11.375	-8.577778	F08	0.3192	-2.7244	101.6188	-3.3182	24.2047	12949.5735
19.585417	11.5	-8.452778	F08	0.1936	-21.1416	101.0008	-3.5226	23.8881	12550.7093
19.710417	11.625	-8.327778	F08	0.5693	-24.8452	102.1970	-3.7117	24.2712	12919.4256
19.835417	11.75	-8.202778	F08	0.6944	-19.4026	104.2322	-3.4718	24.2846	12394.8654
19.960417	11.875	-8.077778	F08	0.5806	-20.5998	105.9903	-3.3722	24.0155	12287.8769
20.085417	12	-7.952778	F08	0.5946	-16.6812	106.9301	-3.4271	24.0900	12444.6515
20.210417	12.125	-7.827778	F08	0.5422	-12.4499	106.2460	-3.1960	23.4905	12169.0908
20.335417	12.25	-7.702778	F08	0.5055	-13.4703	105.5275	-3.2453	23.7510	12480.6067
20.460417	12.375	-7.577778	F08	0.4827	-15.6559	104.5550	-2.9958	24.0582	12881.6556
20.585417	12.5	-7.452778	F08	0.3388	-13.8962	103.3116	-2.8682	23.0529	12740.7687
20.710417	12.625	-7.327778	F08	0.3837	-2.7355	103.3433	-3.1012	22.2460	12177.7019
20.835417	12.75	-7.202778	F08	0.4605	-3.8714	104.6943	-3.3968	22.2916	11769.9394
20.960417	12.875	-7.077778	F08	0.5806	-15.3361	106.8494	-3.5090	22.5196	12926.7979
21.085417	13	-6.952778	F08	0.6542	-19.2777	107.8218	-3.4531	22.6122	13690.1168
21.210417	13.125	-6.827778	F08	0.6528	-18.5429	107.8889	-3.3669	22.6502	13672.4533
21.335417	13.25	-6.702778	F08	0.6515	-17.8080	107.9560	-3.2807	22.6881	13654.7897
21.460417	13.375	-6.577778	F08	0.6502	-17.0731	108.0231	-3.1946	22.7261	13637.1262
21.585417	13.5	-6.452778	F08	0.6488	-16.3383	108.0902	-3.1084	22.7640	13619.4626
21.710417	13.625	-6.327778	F08	0.6475	-15.6034	108.1573	-3.0222	22.8020	13601.7990
21.835417	13.75	-6.202778	F08	0.6461	-14.8686	108.2244	-2.9360	22.8399	13584.1355
21.960417	13.875	-6.077778	F08	0.6448	-14.1337	108.2915	-2.8498	22.8779	13566.4719
22.085417	14	-5.952778	F08	0.6435	-13.3988	108.3586	-2.7636	22.9158	13548.8084
22.210417	14.125	-5.827778	F08	0.6421	-12.6640	108.4257	-2.6774	22.9538	13531.1448
22.335417	14.25	-5.702778	F08	0.6408	-11.9291	108.4928	-2.5912	22.9917	13513.4813
22.460417	14.375	-5.577778	F08	0.6395	-11.1943	108.5599	-2.5050	23.0297	13495.8177
22.585417	14.5	-5.452778	F08	0.6381	-10.4594	108.6270	-2.4188	23.0677	13478.1542
22.710417	14.625	-5.327778	F08	0.6368	-9.7245	108.6941	-2.3326	23.1056	13460.4906
22.835417	14.75	-5.202778	F08	0.6354	-8.9897	108.7612	-2.2464	23.1436	13442.8270
22.960417	14.875	-5.077778	F08	0.6341	-8.2548	108.8283	-2.1602	23.1815	13425.1635
23.085417	15	-4.952778	F08	0.6328	-7.5200	108.8954	-2.0740	23.2195	13407.4999
23.210417	15.125	-4.827778	F08	0.6314	-6.7851	108.9625	-1.9878	23.2574	13389.8364
23.335417	15.25	-4.702778	F08	0.6301	-6.0502	109.0296	-1.9016	23.2954	13372.1728
23.460417	15.375	-4.577778	F08	0.6288	-5.3154	109.0967	-1.8154	23.3333	13354.5093
23.585417	15.5	-4.452778	F08	0.6274	-4.5805	109.1637	-1.7292	23.3713	13336.8457
23.710417	15.625	-4.327778	F08	0.4169	-4.5587	109.2308	-2.2890	23.1339	13277.9733
23.835417	15.75	-4.202778	F08	0.5603	-17.6204	109.2979	-2.7868	23.3922	13224.7045
23.960417	15.875	-4.077778	F08	0.6664	-19.8469	109.3650	-2.4480	23.5733	13063.2611
24.085417	16	-3.952778	F08	0.6583	-14.3137	109.4321	-1.7990	23.5847	12846.3842
24.210417	16.125	-3.827778	F08	0.6554	0.0886	109.4992	-1.6223	23.4375	13128.7801
24.335417	16.25	-3.702778	F08	0.6726	17.4471	109.5663	-1.6382	22.1519	13132.8638
24.460417	16.375	-3.577778	F08	0.5712	-13.6095	109.6334	-0.5320	21.0740	12700.8218
24.585417	16.5	-3.452778	F08	0.6652	-32.8517	109.7005	-0.9051	20.5236	12564.1282
24.710417	16.625	-3.327778	F08	0.8382	-42.7764	109.7676	-1.8972	20.0857	12557.8687
24.835417	16.75	-3.202778	F08	0.6256	-28.5444	109.8347	-2.1144	20.3765	13083.9983
24.960417	16.875	-3.077778	F08	0.7279	-4.3427	109.9018	-1.9926	19.6649	13033.0042
25.085417	17	-2.952778	F08	0.7206	4.6915	109.9689	-1.9559	19.3034	13181.9702
25.210417	17.125	-2.827778	F08	0.6644	-0.5352	110.0360	-1.9965	18.5302	13166.4673
25.335417	17.25	-2.702778	F08	0.6579	-43.6907	110.1031	-1.5212	18.5110	12702.5442
25.460417	17.375	-2.577778	F08	0.5247	-43.6995	110.1702	-2.0064	18.7129	13385.7455
25.585417	17.5	-2.452778	F08	0.5699	3.7002	110.2373	-1.5491	18.3672	13595.4363
25.710417	17.625	-2.327778	F08	0.4833	5.7270	109.6979	-1.6186	18.6220	13714.4436
25.835417	17.75	-2.202778	F08	0.5361	5.0645	111.0982	-2.1953	18.3600	12959.5958
25.960417	17.875	-2.077778	F08	0.6433	-4.9584	112.6889	-1.9629	18.6922	12737.7257
26.085417	18	-1.952778	F08	0.7410	-9.4017	113.4953	-0.4818	18.0865	12735.1773
26.210417	18.125	-1.827778	F08	0.7196	-10.3647	113.0850	-1.7214	18.2874	12558.8571
26.335417	18.25	-1.702778	F08	0.6762	-17.9103	110.8942	-2.4509	18.9396	12533.4898
26.460417	18.375	-1.577778	F08	0.5384	4.9579	108.7787	-2.3987	18.9143	13043.0190
